"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"66126060","SALTA","Orán","Pichanal","CELULAR","27"
"66126060","SALTA","Orán","Pichanal","FIBRA OPTICA","841"
"66126060","SALTA","Orán","Pichanal","Otros","103"
"66126060","SALTA","Orán","Pichanal","SATELITAL","667"
"66126060","SALTA","Orán","Pichanal","WIRELESS","3"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","ADSL","297"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","CELULAR","136"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","FIBRA OPTICA","8.392"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","Otros","580"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","SATELITAL","1.057"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","WIRELESS","25"
"66126080","SALTA","Orán","Urundel","SATELITAL","30"
"66126080","SALTA","Orán","Urundel","WIRELESS","86"
"0","SALTA","OTROS","Otros","Otros","13"
"66133010","SALTA","Rivadavia","Alto de la Sierra","Otros","3"
"66133010","SALTA","Rivadavia","Alto de la Sierra","SATELITAL","230"
"66133010","SALTA","Rivadavia","Alto de la Sierra","WIRELESS","5"
"66133020","SALTA","Rivadavia","Capitán Juan Pagé","FIBRA OPTICA","61"
"66133020","SALTA","Rivadavia","Capitán Juan Pagé","SATELITAL","12"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","ADSL","12"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","CELULAR","6"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","FIBRA OPTICA","163"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","SATELITAL","199"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","WIRELESS","30"
"66133035","SALTA","Rivadavia","Hito 1","SATELITAL","49"
"66133040","SALTA","Rivadavia","La Unión","SATELITAL","52"
"66133050","SALTA","Rivadavia","Los Blancos","FIBRA OPTICA","59"
"66133050","SALTA","Rivadavia","Los Blancos","SATELITAL","16"
"66133050","SALTA","Rivadavia","Los Blancos","WIRELESS","3"
"0","SALTA","Rivadavia","Otros","SATELITAL","1.000"
"66133060","SALTA","Rivadavia","Pluma de Pato","FIBRA OPTICA","56"
"66133060","SALTA","Rivadavia","Pluma de Pato","SATELITAL","10"
"66133070","SALTA","Rivadavia","Rivadavia","SATELITAL","177"
"66133080","SALTA","Rivadavia","Santa María","Otros","5"
"66133080","SALTA","Rivadavia","Santa María","SATELITAL","147"
"66133090","SALTA","Rivadavia","Santa Rosa","SATELITAL","19"
"66133100","SALTA","Rivadavia","Santa Victoria Este","ADSL","5"
"66133100","SALTA","Rivadavia","Santa Victoria Este","CELULAR","1"
"66133100","SALTA","Rivadavia","Santa Victoria Este","Otros","10"
"66133100","SALTA","Rivadavia","Santa Victoria Este","SATELITAL","385"
"66133100","SALTA","Rivadavia","Santa Victoria Este","WIRELESS","70"
"66140010","SALTA","Rosario de la Frontera","Antilla","SATELITAL","66"
"66140020","SALTA","Rosario de la Frontera","Copo Quile","FIBRA OPTICA","27"
"66140020","SALTA","Rosario de la Frontera","Copo Quile","SATELITAL","71"
"66140030","SALTA","Rosario de la Frontera","El Naranjo","FIBRA OPTICA","27"
"66140030","SALTA","Rosario de la Frontera","El Naranjo","SATELITAL","44"
"66140040","SALTA","Rosario de la Frontera","El Potrero","SATELITAL","221"
"0","SALTA","Rosario de la Frontera","Otros","SATELITAL","94"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","ADSL","33"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","CABLEMODEM","375"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","CELULAR","1"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","FIBRA OPTICA","3.393"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","SATELITAL","297"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","WIRELESS","79"
"66140060","SALTA","Rosario de la Frontera","San Felipe","SATELITAL","3"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","ADSL","59"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","CELULAR","7"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","FIBRA OPTICA","392"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","SATELITAL","249"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","WIRELESS","153"
"66147015","SALTA","Rosario de Lerma","La Merced Del Encón","FIBRA OPTICA","578"
"66147015","SALTA","Rosario de Lerma","La Merced del Encón","SATELITAL","481"
"66147015","SALTA","Rosario de Lerma","La Merced Del Encón","WIRELESS","144"
"66147020","SALTA","Rosario de Lerma","La Silleta","ADSL","28"
"66147020","SALTA","Rosario de Lerma","La Silleta","FIBRA OPTICA","552"
"66147020","SALTA","Rosario de Lerma","La Silleta","SATELITAL","163"
"66147020","SALTA","Rosario de Lerma","La Silleta","WIRELESS","101"
"0","SALTA","Rosario de Lerma","Otros","SATELITAL","158"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","ADSL","280"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","CABLEMODEM","317"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","CELULAR","67"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","FIBRA OPTICA","1.728"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","Otros","10"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","SATELITAL","262"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","WIRELESS","46"
"66154010","SALTA","San Carlos","Angastaco","FIBRA OPTICA","246"
"66154010","SALTA","San Carlos","Angastaco","SATELITAL","22"
"66154020","SALTA","San Carlos","Animaná","FIBRA OPTICA","155"
"66154020","SALTA","San Carlos","Animaná","Otros","0"
"66154020","SALTA","San Carlos","Animaná","SATELITAL","14"
"66154030","SALTA","San Carlos","El Barrial","Otros","400"
"66154030","SALTA","San Carlos","El Barrial","SATELITAL","3"
"0","SALTA","San Carlos","Otros","SATELITAL","75"
"66154040","SALTA","San Carlos","San Carlos","FIBRA OPTICA","545"
"66154040","SALTA","San Carlos","San Carlos","Otros","0"
"66154040","SALTA","San Carlos","San Carlos","SATELITAL","33"
"66161010","SALTA","Santa Victoria","Acoyte","SATELITAL","7"
"66161010","SALTA","Santa Victoria","Acoyte","WIRELESS","10"
"66161020","SALTA","Santa Victoria","Campo La Cruz","Otros","50"
"66161020","SALTA","Santa Victoria","Campo La Cruz","SATELITAL","2"
"66161030","SALTA","Santa Victoria","Los Toldos","SATELITAL","81"
"66161030","SALTA","Santa Victoria","Los Toldos","WIRELESS","41"
"66161040","SALTA","Santa Victoria","Nazareno","FIBRA OPTICA","57"
"66161040","SALTA","Santa Victoria","Nazareno","Otros","135"
"66161040","SALTA","Santa Victoria","Nazareno","SATELITAL","8"
"0","SALTA","Santa Victoria","Otros","SATELITAL","74"
"66161050","SALTA","Santa Victoria","Poscaya","Otros","30"
"66161050","SALTA","Santa Victoria","Poscaya","SATELITAL","23"
"66161060","SALTA","Santa Victoria","San Marcos","Otros","30"
"66161060","SALTA","Santa Victoria","San Marcos","SATELITAL","92"
"66161070","SALTA","Santa Victoria","Santa Victoria","FIBRA OPTICA","65"
"66161070","SALTA","Santa Victoria","Santa Victoria","SATELITAL","146"
"66161070","SALTA","Santa Victoria","Santa Victoria","WIRELESS","200"
"70063040","SAN JUAN","9 de Julio","9 de Julio","FIBRA OPTICA","662"
"70063040","SAN JUAN","9 de Julio","9 de Julio","SATELITAL","35"
"70063040","SAN JUAN","9 de Julio","9 de Julio","WIRELESS","185"
"70063010","SAN JUAN","9 de Julio","Alto de Sierra","SATELITAL","15"
"70063010","SAN JUAN","9 de Julio","Alto de Sierra","WIRELESS","11"
"70063020","SAN JUAN","9 de Julio","Colonia Fiorito","WIRELESS","13"
"70063030","SAN JUAN","9 de Julio","Las Chacritas","FIBRA OPTICA","428"
"70063030","SAN JUAN","9 de Julio","Las Chacritas","SATELITAL","38"
"70063030","SAN JUAN","9 de Julio","Las Chacritas","WIRELESS","44"
"0","SAN JUAN","9 de Julio","OTROS","SATELITAL","1"
"70126010","SAN JUAN","25 de Mayo","El Encón","SATELITAL","90"
"70126010","SAN JUAN","25 de Mayo","La Chimbera","SATELITAL","11"
"0","SAN JUAN","25 de Mayo","Otros","SATELITAL","43"
"70126020","SAN JUAN","25 de Mayo","Tupelí","SATELITAL","5"
"70126020","SAN JUAN","25 de Mayo","Tupelí","WIRELESS","60"
"70126010","SAN JUAN","25 de Mayo","Villa Borjas","SATELITAL","22"
"70126010","SAN JUAN","25 de Mayo","Villa Borjas","WIRELESS","9"
"70126030","SAN JUAN","25 de Mayo","Villa Borjas - La Chimbera","WIRELESS","80"
"70126040","SAN JUAN","25 de Mayo","Villa El Tango","SATELITAL","9"
"70126050","SAN JUAN","25 de Mayo","Villa Santa Rosa","FIBRA OPTICA","2"
"70126050","SAN JUAN","25 de Mayo","Villa Santa Rosa","SATELITAL","73"
"70126050","SAN JUAN","25 de Mayo","Villa Santa Rosa","WIRELESS","69"
"70007010","SAN JUAN","Albardón","El Rincón","DIAL UP","1"
"70007010","SAN JUAN","Albardón","El Rincón","FIBRA OPTICA","1.051"
"70007010","SAN JUAN","Albardón","El Rincón","SATELITAL","82"
"70007010","SAN JUAN","Albardón","El Rincón","WIRELESS","2"
"70007010","SAN JUAN","Albardón","La Cañada","SATELITAL","19"
"0","SAN JUAN","Albardón","Otros","Otros","300"
"70007010","SAN JUAN","Albardón","Villa Ampacama","SATELITAL","9"
"70007010","SAN JUAN","Albardón","Villa General San Martin","SATELITAL","42"
"70007010","SAN JUAN","Albardón","Villa General San Martin","WIRELESS","64"
"70007020","SAN JUAN","Albardón","Villa General San Martín - Campo Afuera","FIBRA OPTICA","24"
"70007020","SAN JUAN","Albardón","Villa General San Martín - Campo Afuera","WIRELESS","160"
"70014010","SAN JUAN","Angaco","Las Tapias","SATELITAL","22"
"0","SAN JUAN","Angaco","Otros","Otros","72"
"0","SAN JUAN","Angaco","Otros","SATELITAL","1"
"70014010","SAN JUAN","Angaco","Villa El Salvador","SATELITAL","13"
"70014010","SAN JUAN","Angaco","Villa El Salvador","WIRELESS","22"
"70014020","SAN JUAN","Angaco","Villa El Salvador - Villa Sefair","WIRELESS","93"
"70021020","SAN JUAN","Calingasta","Barreal","SATELITAL","308"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","DIAL UP","1"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","FIBRA OPTICA","520"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","SATELITAL","99"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","WIRELESS","544"
"70021020","SAN JUAN","Calingasta","Calingasta","FIBRA OPTICA","410"
"70021020","SAN JUAN","Calingasta","Calingasta","SATELITAL","109"
"70021020","SAN JUAN","Calingasta","Calingasta","WIRELESS","351"
"0","SAN JUAN","Calingasta","Otros","SATELITAL","87"
"70021030","SAN JUAN","Calingasta","Tamberías","DIAL UP","1"
"70021030","SAN JUAN","Calingasta","Tamberías","SATELITAL","66"
"70021030","SAN JUAN","Calingasta","Tamberías","WIRELESS","272"
"70028010","SAN JUAN","Capital","San Juan","ADSL","54"
"70028010","SAN JUAN","Capital","San Juan","CABLEMODEM","5.275"
"70028010","SAN JUAN","Capital","San Juan","CELULAR","2"
"70028010","SAN JUAN","Capital","San Juan","DIAL UP","186"
"70028010","SAN JUAN","Capital","San Juan","FIBRA OPTICA","45.202"
"70028010","SAN JUAN","Capital","San Juan","SATELITAL","1.527"
"70028010","SAN JUAN","Capital","San Juan","WIRELESS","3.065"
"70035015","SAN JUAN","Caucete","Barrio Justo P. Castro IV","SATELITAL","14"
"70035010","SAN JUAN","Caucete","Bermejo","SATELITAL","11"
"70035020","SAN JUAN","Caucete","Caucete","FIBRA OPTICA","2.722"
"70035020","SAN JUAN","Caucete","Caucete","Otros","2.500"
"70035020","SAN JUAN","Caucete","Caucete","SATELITAL","108"
"70035020","SAN JUAN","Caucete","Caucete","WIRELESS","563"
"70035030","SAN JUAN","Caucete","El Rincón","SATELITAL","12"
"70035050","SAN JUAN","Caucete","Las Talas","SATELITAL","17"
"70035050","SAN JUAN","Caucete","Los Medanos","SATELITAL","7"
"70035050","SAN JUAN","Caucete","Marayes","SATELITAL","8"
"0","SAN JUAN","Caucete","Otros","SATELITAL","20"
"70035060","SAN JUAN","Caucete","Pie de Palo","SATELITAL","15"
"70035070","SAN JUAN","Caucete","Vallecito","Otros","250"
"70035070","SAN JUAN","Caucete","Vallecito","SATELITAL","17"
"70035080","SAN JUAN","Caucete","Villa Independencia","SATELITAL","19"
"70035080","SAN JUAN","Caucete","Villa Independencia","WIRELESS","12"
"70042010","SAN JUAN","Chimbas","Chimbas","ADSL","3"
"70042010","SAN JUAN","Chimbas","Chimbas","CELULAR","1"
"70042010","SAN JUAN","Chimbas","Chimbas","DIAL UP","4"
"70042010","SAN JUAN","Chimbas","Chimbas","FIBRA OPTICA","9.457"
"70042010","SAN JUAN","Chimbas","Chimbas","SATELITAL","13"
"70042010","SAN JUAN","Chimbas","Chimbas","WIRELESS","2.844"
"70042010","SAN JUAN","Chimbas","El Mogote","SATELITAL","11"
"70042010","SAN JUAN","Chimbas","Villa Paula Albarracin","SATELITAL","158"
"70042010","SAN JUAN","Chimbas","Villa Paula Albarracin","WIRELESS","83"
"70049010","SAN JUAN","Iglesia","Angualasto","FIBRA OPTICA","18"
"70049010","SAN JUAN","Iglesia","Angualasto","SATELITAL","19"
"70049010","SAN JUAN","Iglesia","Angualasto","WIRELESS","42"
"70049020","SAN JUAN","Iglesia","Bella Vista","FIBRA OPTICA","11"
"70049020","SAN JUAN","Iglesia","Bella Vista","SATELITAL","24"
"70049020","SAN JUAN","Iglesia","Bella Vista","WIRELESS","25"
"70049030","SAN JUAN","Iglesia","Iglesia","FIBRA OPTICA","33"
"70049030","SAN JUAN","Iglesia","Iglesia","SATELITAL","43"
"70049030","SAN JUAN","Iglesia","Iglesia","WIRELESS","78"
"70049040","SAN JUAN","Iglesia","Las Flores","FIBRA OPTICA","37"
"70049040","SAN JUAN","Iglesia","Las Flores","SATELITAL","99"
"70049040","SAN JUAN","Iglesia","Las Flores","WIRELESS","87"
"0","SAN JUAN","Iglesia","Otros","SATELITAL","151"
"70049050","SAN JUAN","Iglesia","Pismanta","SATELITAL","10"
"70049060","SAN JUAN","Iglesia","Rodeo","FIBRA OPTICA","189"
"70049060","SAN JUAN","Iglesia","Rodeo","Otros","10"
"70049060","SAN JUAN","Iglesia","Rodeo","SATELITAL","203"
"70049060","SAN JUAN","Iglesia","Rodeo","WIRELESS","440"
"70049070","SAN JUAN","Iglesia","Tudcum","FIBRA OPTICA","31"
"70049070","SAN JUAN","Iglesia","Tudcum","SATELITAL","31"
"70049070","SAN JUAN","Iglesia","Tudcum","WIRELESS","72"
"70056040","SAN JUAN","Jáchal","El Fiscal","SATELITAL","16"
"70056020","SAN JUAN","Jáchal","Gran China","SATELITAL","6"
"70056020","SAN JUAN","Jáchal","Gran China","WIRELESS","32"
"70056030","SAN JUAN","Jáchal","Huaco","SATELITAL","8"
"70056030","SAN JUAN","Jáchal","Huaco","WIRELESS","96"
"70056040","SAN JUAN","Jáchal","La Falda","SATELITAL","10"
"70056040","SAN JUAN","Jáchal","Mogna","SATELITAL","18"
"70056050","SAN JUAN","Jáchal","Niquivil","FIBRA OPTICA","11"
"70056050","SAN JUAN","Jáchal","Niquivil","SATELITAL","18"
"70056050","SAN JUAN","Jáchal","Niquivil","WIRELESS","25"
"0","SAN JUAN","Jáchal","Otros","SATELITAL","72"
"70056060","SAN JUAN","Jáchal","Pampa Vieja","FIBRA OPTICA","2"
"70056060","SAN JUAN","Jáchal","Pampa Vieja","WIRELESS","61"
"70056070","SAN JUAN","Jáchal","San Isidro","FIBRA OPTICA","17"
"70056070","SAN JUAN","Jáchal","San Isidro","SATELITAL","19"
"70056070","SAN JUAN","Jáchal","San Isidro","WIRELESS","86"
"70056080","SAN JUAN","Jáchal","San José de Jáchal","FIBRA OPTICA","634"
"70056080","SAN JUAN","Jáchal","San José de Jáchal","SATELITAL","138"
"70056080","SAN JUAN","Jáchal","San José de Jáchal","WIRELESS","1.194"
"70056090","SAN JUAN","Jáchal","Tamberías","FIBRA OPTICA","11"
"70056090","SAN JUAN","Jáchal","Tamberías","SATELITAL","10"
"70056090","SAN JUAN","Jáchal","Tamberías","WIRELESS","69"
"70056100","SAN JUAN","Jáchal","Villa Malvinas Argentinas","SATELITAL","10"
"70056110","SAN JUAN","Jáchal","Villa Mercedes","FIBRA OPTICA","19"
"70056110","SAN JUAN","Jáchal","Villa Mercedes","SATELITAL","46"
"70056110","SAN JUAN","Jáchal","Villa Mercedes","WIRELESS","137"
"0","SAN JUAN","Otros","Otros","Otros","450"
"70070005","SAN JUAN","Pocito","Barrio Municipal","SATELITAL","5"
"70070010","SAN JUAN","Pocito","Barrio Ruta 40","SATELITAL","1"
"70070020","SAN JUAN","Pocito","Carpintería","SATELITAL","7"
"70070010","SAN JUAN","Pocito","La Rinconada","SATELITAL","61"
"70070025","SAN JUAN","Pocito","Las Piedritas","SATELITAL","20"
"70070030","SAN JUAN","Pocito","Quinto Cuartel","SATELITAL","21"
"70070030","SAN JUAN","Pocito","Quinto Cuartel","WIRELESS","97"
"70070010","SAN JUAN","Pocito","Villa Aberastain","SATELITAL","49"
"70070010","SAN JUAN","Pocito","Villa Aberastain","WIRELESS","48"
"70070040","SAN JUAN","Pocito","Villa Aberastain - La Rinconada","ADSL","2"
"70070040","SAN JUAN","Pocito","Villa Aberastain - La Rinconada","CABLEMODEM","499"
"70070040","SAN JUAN","Pocito","Villa Aberastain - La Rinconada","FIBRA OPTICA","1.495"
"70070040","SAN JUAN","Pocito","Villa Aberastain - La Rinconada","SATELITAL","1"
"70070040","SAN JUAN","Pocito","Villa Aberastain - La Rinconada","WIRELESS","536"
"70070050","SAN JUAN","Pocito","Villa Barbosa - Villa Nacusi","SATELITAL","137"
"70070050","SAN JUAN","Pocito","Villa Barbosa - Villa Nacusi","WIRELESS","42"
"70070010","SAN JUAN","Pocito","Villa Barboza","SATELITAL","59"
"70070060","SAN JUAN","Pocito","Villa Centenario","SATELITAL","43"
"70077010","SAN JUAN","Rawson","El Medanito","SATELITAL","182"
"70077010","SAN JUAN","Rawson","El Medanito","WIRELESS","11"
"0","SAN JUAN","Rawson","Otros","SATELITAL","2"
"70077010","SAN JUAN","Rawson","Rawson","ADSL","1"
"70077010","SAN JUAN","Rawson","Rawson","CABLEMODEM","4.306"
"70077010","SAN JUAN","Rawson","Rawson","DIAL UP","11"
"70077010","SAN JUAN","Rawson","Rawson","FIBRA OPTICA","26.370"
"70077010","SAN JUAN","Rawson","Rawson","SATELITAL","127"
"70077010","SAN JUAN","Rawson","Rawson","WIRELESS","1.861"
"70077020","SAN JUAN","Rawson","Villa Bolaños","SATELITAL","178"
"70077020","SAN JUAN","Rawson","Villa Bolaños","WIRELESS","185"
"70077020","SAN JUAN","Rawson","Villa Krause","SATELITAL","260"
"70077020","SAN JUAN","Rawson","Villa Krause","WIRELESS","271"
"70084010","SAN JUAN","Rivadavia","Rivadavia","ADSL","2"
"70084010","SAN JUAN","Rivadavia","Rivadavia","CABLEMODEM","3.483"
"70084010","SAN JUAN","Rivadavia","Rivadavia","DIAL UP","6"
"70084010","SAN JUAN","Rivadavia","Rivadavia","FIBRA OPTICA","7.956"
"70084010","SAN JUAN","Rivadavia","Rivadavia","SATELITAL","463"
"70084010","SAN JUAN","Rivadavia","Rivadavia","WIRELESS","1.818"
"70091010","SAN JUAN","San Martín","Barrio Sadop","SATELITAL","5"
"70091020","SAN JUAN","San Martín","Dos Acequias (Est. Los Angacos)","SATELITAL","11"
"70091020","SAN JUAN","San Martín","Dos Acequias (Est. Los Angacos)","WIRELESS","74"
"0","SAN JUAN","San Martín","Otros","SATELITAL","2"
"70091030","SAN JUAN","San Martín","San Isidro (Est. Los Angacos)","SATELITAL","10"
"70091050","SAN JUAN","San Martín","Villa Dominguito (Est. Puntilla Blanca)","SATELITAL","7"
"70091060","SAN JUAN","San Martín","Villa Don Bosco (Est. Angaco Sud)","SATELITAL","8"
"70091060","SAN JUAN","San Martín","Villa Don Bosco (Est. Angaco Sud)","WIRELESS","72"
"70091040","SAN JUAN","San Martín","Villa El Salvador","SATELITAL","5"
"70091070","SAN JUAN","San Martín","Villa San Martín","FIBRA OPTICA","14"
"70091070","SAN JUAN","San Martín","Villa San Martín","Otros","210"
"70091070","SAN JUAN","San Martín","Villa San Martín","SATELITAL","11"
"70091070","SAN JUAN","San Martín","Villa San Martín","WIRELESS","72"
"70098010","SAN JUAN","Santa Lucía","Alto De Sierra","SATELITAL","14"
"70098010","SAN JUAN","Santa Lucía","Alto De Sierra","WIRELESS","88"
"70098010","SAN JUAN","Santa Lucía","Colonia Gutierrez","SATELITAL","411"
"70098010","SAN JUAN","Santa Lucía","Santa Lucía","ADSL","1"
"70098010","SAN JUAN","Santa Lucía","Santa Lucía","CABLEMODEM","948"
"70098010","SAN JUAN","Santa Lucía","Santa Lucía","CELULAR","1"
"70098010","SAN JUAN","Santa Lucía","Santa Lucía","DIAL UP","6"
"70098010","SAN JUAN","Santa Lucía","Santa Lucía","FIBRA OPTICA","6.985"
"70098010","SAN JUAN","Santa Lucía","Santa Lucía","SATELITAL","103"
"70098010","SAN JUAN","Santa Lucía","Santa Lucía","WIRELESS","2.367"
"70105010","SAN JUAN","Sarmiento","Cañada Honda","FIBRA OPTICA","1"
"70105010","SAN JUAN","Sarmiento","Cañada Honda","SATELITAL","25"
"70105020","SAN JUAN","Sarmiento","Cienaguita","SATELITAL","38"
"70105020","SAN JUAN","Sarmiento","Cienaguita","WIRELESS","1"
"70105030","SAN JUAN","Sarmiento","Colonia Fiscal","SATELITAL","6"
"70105040","SAN JUAN","Sarmiento","Divisadero","SATELITAL","16"
"70105050","SAN JUAN","Sarmiento","Guanacache","SATELITAL","20"
"70105060","SAN JUAN","Sarmiento","Las Lagunas","SATELITAL","10"
"70105070","SAN JUAN","Sarmiento","Los Berros","FIBRA OPTICA","1"
"70105070","SAN JUAN","Sarmiento","Los Berros","SATELITAL","44"
"70105070","SAN JUAN","Sarmiento","Los Berros","WIRELESS","54"
"0","SAN JUAN","Sarmiento","Otros","SATELITAL","29"
"70105080","SAN JUAN","Sarmiento","Pedernal","SATELITAL","82"
"70105090","SAN JUAN","Sarmiento","Punta del Médano","SATELITAL","20"
"70105100","SAN JUAN","Sarmiento","Villa Media Agua","FIBRA OPTICA","44"
"70105100","SAN JUAN","Sarmiento","Villa Media Agua","SATELITAL","73"
"70105100","SAN JUAN","Sarmiento","Villa Media Agua","WIRELESS","263"
"0","SAN JUAN","Ullum","Otros","SATELITAL","15"
"70112010","SAN JUAN","Ullum","Villa Ibáñez","DIAL UP","1"
"70112010","SAN JUAN","Ullum","Villa Ibáñez","SATELITAL","43"
"70112010","SAN JUAN","Ullum","Villa Ibáñez","WIRELESS","411"
"70119010","SAN JUAN","Valle Fértil","Astica","SATELITAL","47"
"70119010","SAN JUAN","Valle Fértil","Astica","WIRELESS","30"
"70119020","SAN JUAN","Valle Fértil","Balde del Rosario","SATELITAL","25"
"70119030","SAN JUAN","Valle Fértil","Chucuma","SATELITAL","11"
"70119040","SAN JUAN","Valle Fértil","Los Baldecitos","SATELITAL","12"
"0","SAN JUAN","Valle Fértil","Otros","Otros","190"
"0","SAN JUAN","Valle Fértil","Otros","SATELITAL","102"
"70119050","SAN JUAN","Valle Fértil","Usno","SATELITAL","19"
"70119060","SAN JUAN","Valle Fértil","Villa San Agustín","FIBRA OPTICA","1"
"70119060","SAN JUAN","Valle Fértil","Villa San Agustín","SATELITAL","386"
"70119060","SAN JUAN","Valle Fértil","Villa San Agustín","WIRELESS","260"
"0","SAN JUAN","Zonda","Otros","SATELITAL","18"
"70133010","SAN JUAN","Zonda","Villa Basilio Nievas","SATELITAL","82"
"70133010","SAN JUAN","Zonda","Villa Basilio Nievas","WIRELESS","386"
"70133010","SAN JUAN","Zonda","Villa Tacu","SATELITAL","15"
"74007010","SAN LUIS","Ayacucho","Baldecito De La Pampa","SATELITAL","3"
"74007050","SAN LUIS","Ayacucho","Balde De Azcurra","SATELITAL","5"
"74007010","SAN LUIS","Ayacucho","Balde Del Carmen","SATELITAL","1"
"74007070","SAN LUIS","Ayacucho","Balde De Los Torres","SATELITAL","2"
"74007070","SAN LUIS","Ayacucho","Balde Retamo","SATELITAL","2"
"74007010","SAN LUIS","Ayacucho","Candelaria","FIBRA OPTICA","518"
"74007010","SAN LUIS","Ayacucho","Candelaria","SATELITAL","33"
"74007010","SAN LUIS","Ayacucho","Candelaria","WIRELESS","623"
"74007010","SAN LUIS","Ayacucho","Carpinteria","SATELITAL","12"
"74007070","SAN LUIS","Ayacucho","El Calden","SATELITAL","1"
"74007010","SAN LUIS","Ayacucho","El Vinagrillo","SATELITAL","8"
"74007070","SAN LUIS","Ayacucho","El Zapallar","SATELITAL","14"
"74007070","SAN LUIS","Ayacucho","La Aguada","SATELITAL","5"
"74007010","SAN LUIS","Ayacucho","La Avenencia","SATELITAL","9"
"74007010","SAN LUIS","Ayacucho","La Botija","SATELITAL","8"
"74007070","SAN LUIS","Ayacucho","La Brea","SATELITAL","4"
"74007010","SAN LUIS","Ayacucho","La Majada","SATELITAL","62"
"74007010","SAN LUIS","Ayacucho","La Majada","WIRELESS","235"
"74007010","SAN LUIS","Ayacucho","La Salvadora","SATELITAL","1"
"74007010","SAN LUIS","Ayacucho","Las Chacras","SATELITAL","30"
"74007050","SAN LUIS","Ayacucho","Las Chimbas","SATELITAL","2"
"74007070","SAN LUIS","Ayacucho","Las Lagunitas","SATELITAL","6"
"74007030","SAN LUIS","Ayacucho","Leandro N. Alem","WIRELESS","9"
"74007010","SAN LUIS","Ayacucho","Lomas Blancas","SATELITAL","7"
"74007010","SAN LUIS","Ayacucho","Lomas Blancas","WIRELESS","26"
"74007040","SAN LUIS","Ayacucho","Luján","FIBRA OPTICA","2"
"74007040","SAN LUIS","Ayacucho","Luján","SATELITAL","199"
"74007040","SAN LUIS","Ayacucho","Luján","WIRELESS","1.014"
"0","SAN LUIS","Ayacucho","Otros","SATELITAL","36"
"74007010","SAN LUIS","Ayacucho","Pampa Grande","SATELITAL","8"
"74007010","SAN LUIS","Ayacucho","Pozo Del Molle","SATELITAL","17"
"74007050","SAN LUIS","Ayacucho","Quines","SATELITAL","337"
"74007050","SAN LUIS","Ayacucho","Quines","WIRELESS","1.429"
"74007010","SAN LUIS","Ayacucho","Río Juan Gómez","SATELITAL","24"
"74007010","SAN LUIS","Ayacucho","Río Juan Gómez","WIRELESS","41"
"74007070","SAN LUIS","Ayacucho","San Francisco del Monte de Oro","SATELITAL","286"
"74007070","SAN LUIS","Ayacucho","San Francisco del Monte de Oro","WIRELESS","1.868"
"74007070","SAN LUIS","Ayacucho","San Ignacio","SATELITAL","5"
"74007070","SAN LUIS","Ayacucho","San Miguel","SATELITAL","22"
"74007050","SAN LUIS","Ayacucho","San Roque","SATELITAL","16"
"74007070","SAN LUIS","Ayacucho","Santa Ana","SATELITAL","4"
"74007010","SAN LUIS","Ayacucho","Santa Rosa De Catantal","SATELITAL","14"
"74007070","SAN LUIS","Ayacucho","Santa Teresa","SATELITAL","9"
"74007010","SAN LUIS","Ayacucho","Talita","SATELITAL","1"
"74014030","SAN LUIS","Belgrano","Arbol Solo","SATELITAL","7"
"74014030","SAN LUIS","Belgrano","Bella Estancia","SATELITAL","3"
"74014030","SAN LUIS","Belgrano","Buen Orden","SATELITAL","3"
